date,Asian,Black,Indigenous,Latinx,White
2016-07-01,0.006233303650934996,0.39388542594241616,0.00385871178391214,0.26001780943900266,0.336004749183734
2016-07-02,0.006281782829793599,0.39395752318276994,0.003888722704157942,0.2614418187256955,0.334430152557583
2016-07-03,0.006565204416592062,0.3942106833780961,0.003879438973440764,0.26081766636824827,0.3345270068636228
2016-07-04,0.006555423122765197,0.3951132300357569,0.0038736591179976162,0.2601311084624553,0.33432657926102505
2016-07-05,0.006594724220623501,0.3935851318944844,0.0038968824940047962,0.2607913669064748,0.3351318944844125
2016-07-06,0.006183745583038869,0.3913427561837456,0.004122497055359246,0.2623674911660777,0.33598351001177856
2016-07-07,0.00621853716316257,0.3965057743559372,0.00414569144210838,0.2602901984009476,0.33283979863784424
2016-07-08,0.00621301775147929,0.39585798816568046,0.004142011834319527,0.257396449704142,0.3363905325443787
2016-07-09,0.005915409642117717,0.3966282165039929,0.004140786749482402,0.2573203194321207,0.3359952676722863
2016-07-10,0.0059136605558840925,0.3965109402720284,0.004139562389118865,0.257244234180958,0.33619160260201064
2016-07-11,0.00591016548463357,0.3959810874704492,0.004137115839243499,0.2570921985815603,0.33687943262411346
2016-07-12,0.005934718100890208,0.3985163204747775,0.004154302670623145,0.2534124629080119,0.33798219584569733
2016-07-13,0.005931198102016607,0.39916963226571767,0.004151838671411625,0.25326215895610915,0.337485172004745
2016-07-14,0.005977286312014346,0.4004781829049611,0.0041841004184100415,0.2546323968918111,0.33472803347280333
2016-07-15,0.005968367651447329,0.40256639809012235,0.0041778573560131305,0.25425246195165624,0.333034914950761
2016-07-16,0.005738447598912715,0.39927514346119,0.004228329809725159,0.25551192993053456,0.3352461491996376
2016-07-17,0.005734983398732267,0.3990341080591609,0.004225777241171144,0.255357681859342,0.33564744944159375
2016-07-18,0.005736714975845411,0.3982487922705314,0.004227053140096618,0.2554347826086957,0.3363526570048309
2016-07-19,0.006055101422948834,0.3960036330608538,0.004541326067211626,0.25582803511958824,0.33757190432939754
2016-07-20,0.006350166313879649,0.3958270335651648,0.003931055337163592,0.25763531902026005,0.3362564257635319
2016-07-21,0.006321493076459964,0.39644792293798914,0.0039133052378085495,0.2576760987357014,0.33564118001204096
2016-07-22,0.006664647076643442,0.3977582550742199,0.0036352620418055137,0.25931535898212665,0.33262647682520446
2016-07-23,0.0063482466747279325,0.3984280532043531,0.0036275695284159614,0.2584643288996372,0.33313180169286577
2016-07-24,0.0063482466747279325,0.3984280532043531,0.0036275695284159614,0.2584643288996372,0.33313180169286577
2016-07-25,0.006342494714587738,0.39806704922983993,0.003624282694050136,0.25792811839323465,0.33403805496828753
2016-07-26,0.006038647342995169,0.39643719806763283,0.0036231884057971015,0.2593599033816425,0.33454106280193235
2016-07-27,0.006035003017501509,0.39499094749547375,0.003621001810500905,0.2579963789981895,0.33735666867833436
2016-07-28,0.005736714975845411,0.39704106280193235,0.00392512077294686,0.2578502415458937,0.33544685990338163
2016-07-29,0.005780346820809248,0.39823547307575297,0.003954974140553696,0.2558564040158199,0.33617280194706417
2016-07-30,0.005769814758578804,0.3959914971150926,0.0039477679927118125,0.2556938961433343,0.3385970239902824
2016-07-31,0.005766312594840668,0.3954476479514416,0.0039453717754172985,0.2555386949924128,0.3393019726858877
2016-08-01,0.005761067313523348,0.3956943602183141,0.003941782898726501,0.25591267434808973,0.3386901152213463
2016-08-03,0.005420054200542005,0.3911472448057814,0.0036133694670280035,0.2604637157482686,0.33935561577838
2016-08-04,0.00545289306270827,0.39139654650106026,0.003029385034837928,0.2605271129960618,0.33959406240533174
2016-08-05,0.00545950864422202,0.39156809220503486,0.00272975432211101,0.2611464968152866,0.3390961480133455
2016-08-06,0.005434782608695652,0.3910024154589372,0.002717391304347826,0.2593599033816425,0.34148550724637683
2016-08-07,0.005423320277191925,0.3907803555287737,0.0027116601385959627,0.259114191021392,0.3419704730340464
2016-08-08,0.005428226779252111,0.3902291917973462,0.0027141133896260556,0.25934861278648974,0.3422798552472859
2016-08-09,0.005083732057416268,0.39174641148325356,0.0026913875598086126,0.2583732057416268,0.34210526315789475
2016-08-10,0.005970149253731343,0.3901492537313433,0.0026865671641791043,0.2588059701492537,0.34238805970149255
2016-08-11,0.005402160864345739,0.3895558223289316,0.0027010804321728693,0.2578031212484994,0.3445378151260504
2016-08-12,0.0051251130539644255,0.39041302381670184,0.0027132951462164605,0.25716008441362675,0.3445884835694905
