,date,race,id
4431,2019-02-08,Black,1458
4433,2019-02-08,Latinx,915
4434,2019-02-08,White,1065
4436,2019-02-09,Black,1456
4438,2019-02-09,Latinx,915
4439,2019-02-09,White,1057
4441,2019-02-10,Black,1456
4443,2019-02-10,Latinx,915
4444,2019-02-10,White,1059
4446,2019-02-11,Black,1455
4448,2019-02-11,Latinx,915
4449,2019-02-11,White,1062
4451,2019-02-12,Black,1461
4453,2019-02-12,Latinx,915
4454,2019-02-12,White,1064
4456,2019-02-13,Black,1461
4458,2019-02-13,Latinx,916
4459,2019-02-13,White,1065
4461,2019-02-14,Black,1463
4463,2019-02-14,Latinx,918
4464,2019-02-14,White,1070
4466,2019-02-15,Black,1453
4468,2019-02-15,Latinx,932
4469,2019-02-15,White,1054
4471,2019-02-16,Black,1445
4473,2019-02-16,Latinx,920
4474,2019-02-16,White,1038
4476,2019-02-17,Black,1447
4478,2019-02-17,Latinx,920
4479,2019-02-17,White,1039
4481,2019-02-18,Black,1446
4483,2019-02-18,Latinx,920
4484,2019-02-18,White,1037
4486,2019-02-19,Black,1439
4488,2019-02-19,Latinx,916
4489,2019-02-19,White,1030
4491,2019-02-20,Black,1450
4493,2019-02-20,Latinx,928
4494,2019-02-20,White,1050
4496,2019-02-21,Black,1444
4498,2019-02-21,Latinx,938
4499,2019-02-21,White,1053
4501,2019-02-22,Black,1437
4503,2019-02-22,Latinx,938
4504,2019-02-22,White,1047
4506,2019-02-23,Black,1429
4508,2019-02-23,Latinx,940
4509,2019-02-23,White,1051
4511,2019-02-24,Black,1426
4513,2019-02-24,Latinx,940
4514,2019-02-24,White,1053
4516,2019-02-25,Black,1425
4518,2019-02-25,Latinx,941
4519,2019-02-25,White,1054
4521,2019-02-26,Black,1430
4523,2019-02-26,Latinx,938
4524,2019-02-26,White,1054
4526,2019-02-27,Black,1435
4528,2019-02-27,Latinx,935
4529,2019-02-27,White,1053
4531,2019-02-28,Black,1438
4533,2019-02-28,Latinx,932
4534,2019-02-28,White,1055
4536,2019-03-01,Black,1425
4538,2019-03-01,Latinx,930
4539,2019-03-01,White,1045
4541,2019-03-02,Black,1424
4543,2019-03-02,Latinx,935
4544,2019-03-02,White,1049
4546,2019-03-03,Black,1426
4548,2019-03-03,Latinx,935
4549,2019-03-03,White,1049
4551,2019-03-04,Black,1426
4553,2019-03-04,Latinx,935
4554,2019-03-04,White,1050
4556,2019-03-05,Black,1429
4558,2019-03-05,Latinx,943
4559,2019-03-05,White,1039
4561,2019-03-07,Black,1423
4563,2019-03-07,Latinx,935
4564,2019-03-07,White,1032
4566,2019-03-08,Black,1419
4568,2019-03-08,Latinx,940
4569,2019-03-08,White,1035
4571,2019-03-10,Black,1415
4573,2019-03-10,Latinx,934
4574,2019-03-10,White,1028
4576,2019-03-11,Black,1416
4578,2019-03-11,Latinx,933
4579,2019-03-11,White,1028
4581,2019-03-12,Black,1410
4583,2019-03-12,Latinx,927
4584,2019-03-12,White,1010
4586,2019-03-13,Black,1417
4588,2019-03-13,Latinx,934
4589,2019-03-13,White,1007
4591,2019-03-14,Black,1424
4593,2019-03-14,Latinx,939
4594,2019-03-14,White,1011
4596,2019-03-15,Black,1423
4598,2019-03-15,Latinx,940
4599,2019-03-15,White,1018
4601,2019-03-16,Black,1416
4603,2019-03-16,Latinx,941
4604,2019-03-16,White,1019
4606,2019-03-17,Black,1417
4608,2019-03-17,Latinx,941
4609,2019-03-17,White,1019
4611,2019-03-18,Black,1415
4613,2019-03-18,Latinx,940
4614,2019-03-18,White,1021
4616,2019-03-19,Black,1409
4618,2019-03-19,Latinx,928
4619,2019-03-19,White,1004
4621,2019-03-20,Black,1414
4623,2019-03-20,Latinx,927
4624,2019-03-20,White,1007
4626,2019-03-21,Black,1413
4628,2019-03-21,Latinx,929
4629,2019-03-21,White,1003
4631,2019-03-22,Black,1416
4633,2019-03-22,Latinx,931
4634,2019-03-22,White,998
4636,2019-03-23,Black,1412
4638,2019-03-23,Latinx,925
4639,2019-03-23,White,997
4641,2019-03-24,Black,1413
4643,2019-03-24,Latinx,925
4644,2019-03-24,White,998
4646,2019-03-25,Black,1413
4648,2019-03-25,Latinx,926
4649,2019-03-25,White,999
4651,2019-03-26,Black,1412
4653,2019-03-26,Latinx,922
4654,2019-03-26,White,998
4656,2019-03-27,Black,1416
4658,2019-03-27,Latinx,917
4659,2019-03-27,White,986
4661,2019-03-28,Black,1419
4663,2019-03-28,Latinx,928
4664,2019-03-28,White,988
4666,2019-03-29,Black,1415
4668,2019-03-29,Latinx,934
4669,2019-03-29,White,979
4671,2019-03-30,Black,1399
4673,2019-03-30,Latinx,924
4674,2019-03-30,White,973
4676,2019-03-31,Black,1399
4678,2019-03-31,Latinx,923
4679,2019-03-31,White,973
4681,2019-04-01,Black,1399
4683,2019-04-01,Latinx,923
4684,2019-04-01,White,973
4686,2019-04-02,Black,1384
4688,2019-04-02,Latinx,926
4689,2019-04-02,White,990
4691,2019-04-03,Black,1392
4693,2019-04-03,Latinx,923
4694,2019-04-03,White,991
4696,2019-04-04,Black,1392
4698,2019-04-04,Latinx,917
4699,2019-04-04,White,990
4701,2019-04-05,Black,1392
4703,2019-04-05,Latinx,915
4704,2019-04-05,White,988
4706,2019-04-06,Black,1392
4708,2019-04-06,Latinx,915
4709,2019-04-06,White,975
4711,2019-04-07,Black,1392
4713,2019-04-07,Latinx,915
4714,2019-04-07,White,975
4716,2019-04-08,Black,1388
4718,2019-04-08,Latinx,913
4719,2019-04-08,White,976
4721,2019-04-09,Black,1385
4723,2019-04-09,Latinx,913
4724,2019-04-09,White,986
4726,2019-04-10,Black,1391
4728,2019-04-10,Latinx,908
4729,2019-04-10,White,983
4731,2019-04-11,Black,1382
4733,2019-04-11,Latinx,910
4734,2019-04-11,White,982
4736,2019-04-12,Black,1385
4738,2019-04-12,Latinx,921
4739,2019-04-12,White,985
4741,2019-04-13,Black,1384
4743,2019-04-13,Latinx,925
4744,2019-04-13,White,980
4746,2019-04-14,Black,1379
4748,2019-04-14,Latinx,924
4749,2019-04-14,White,981
4751,2019-04-15,Black,1379
4753,2019-04-15,Latinx,923
4754,2019-04-15,White,981
4756,2019-04-16,Black,1370
4758,2019-04-16,Latinx,916
4759,2019-04-16,White,982
4761,2019-04-17,Black,1373
4763,2019-04-17,Latinx,916
4764,2019-04-17,White,977
4766,2019-04-18,Black,1372
4768,2019-04-18,Latinx,915
4769,2019-04-18,White,978
4771,2019-04-19,Black,1360
4773,2019-04-19,Latinx,904
4774,2019-04-19,White,965
4776,2019-04-20,Black,1360
4778,2019-04-20,Latinx,904
4779,2019-04-20,White,967
4781,2019-04-21,Black,1357
4783,2019-04-21,Latinx,902
4784,2019-04-21,White,967
4786,2019-04-22,Black,1357
4788,2019-04-22,Latinx,902
4789,2019-04-22,White,967
4791,2019-04-23,Black,1341
4793,2019-04-23,Latinx,904
4794,2019-04-23,White,963
4796,2019-04-24,Black,1357
4798,2019-04-24,Latinx,907
4799,2019-04-24,White,971
4801,2019-04-25,Black,1353
4803,2019-04-25,Latinx,897
4804,2019-04-25,White,962
4806,2019-04-26,Black,1348
4808,2019-04-26,Latinx,893
4809,2019-04-26,White,960
4811,2019-04-27,Black,1352
4813,2019-04-27,Latinx,886
4814,2019-04-27,White,952
4816,2019-04-28,Black,1353
4818,2019-04-28,Latinx,884
4819,2019-04-28,White,950
4821,2019-04-29,Black,1353
4823,2019-04-29,Latinx,884
4824,2019-04-29,White,953
4826,2019-04-30,Black,1351
4828,2019-04-30,Latinx,882
4829,2019-04-30,White,944
4831,2019-05-01,Black,1353
4833,2019-05-01,Latinx,893
4834,2019-05-01,White,939
4836,2019-05-02,Black,1354
4838,2019-05-02,Latinx,889
4839,2019-05-02,White,930
4841,2019-05-03,Black,1354
4843,2019-05-03,Latinx,887
4844,2019-05-03,White,934
4846,2019-05-04,Black,1340
4848,2019-05-04,Latinx,890
4849,2019-05-04,White,921
4851,2019-05-05,Black,1339
4853,2019-05-05,Latinx,891
4854,2019-05-05,White,920
4856,2019-05-06,Black,1339
4858,2019-05-06,Latinx,891
4859,2019-05-06,White,921
4861,2019-05-07,Black,1321
4863,2019-05-07,Latinx,881
4864,2019-05-07,White,915
4866,2019-05-08,Black,1330
4868,2019-05-08,Latinx,884
4869,2019-05-08,White,915
4871,2019-05-09,Black,1333
4873,2019-05-09,Latinx,877
4874,2019-05-09,White,907
4876,2019-05-10,Black,1323
4878,2019-05-10,Latinx,882
4879,2019-05-10,White,898
4881,2019-05-11,Black,1332
4883,2019-05-11,Latinx,885
4884,2019-05-11,White,911
4886,2019-05-12,Black,1331
4888,2019-05-12,Latinx,885
4889,2019-05-12,White,912
4891,2019-05-13,Black,1331
4893,2019-05-13,Latinx,886
4894,2019-05-13,White,915
4896,2019-05-14,Black,1352
4898,2019-05-14,Latinx,888
4899,2019-05-14,White,906
4901,2019-05-15,Black,1355
4903,2019-05-15,Latinx,887
4904,2019-05-15,White,909
4906,2019-05-16,Black,1351
4908,2019-05-16,Latinx,887
4909,2019-05-16,White,913
4911,2019-05-17,Black,1346
4913,2019-05-17,Latinx,886
4914,2019-05-17,White,906
4916,2019-05-18,Black,1354
4918,2019-05-18,Latinx,881
4919,2019-05-18,White,912
4921,2019-05-19,Black,1354
4923,2019-05-19,Latinx,882
4924,2019-05-19,White,911
4926,2019-05-20,Black,1349
4928,2019-05-20,Latinx,881
4929,2019-05-20,White,913
4931,2019-05-21,Black,1360
4933,2019-05-21,Latinx,888
4934,2019-05-21,White,921
4936,2019-05-22,Black,1347
4938,2019-05-22,Latinx,896
4939,2019-05-22,White,923
4941,2019-05-23,Black,1334
4943,2019-05-23,Latinx,897
4944,2019-05-23,White,924
4946,2019-05-24,Black,1329
4948,2019-05-24,Latinx,892
4949,2019-05-24,White,925
4951,2019-05-25,Black,1327
4953,2019-05-25,Latinx,888
4954,2019-05-25,White,927
4956,2019-05-26,Black,1328
4958,2019-05-26,Latinx,888
4959,2019-05-26,White,929
4961,2019-05-27,Black,1326
4963,2019-05-27,Latinx,885
4964,2019-05-27,White,930
4966,2019-05-28,Black,1318
4968,2019-05-28,Latinx,879
4969,2019-05-28,White,932
4971,2019-05-29,Black,1340
4973,2019-05-29,Latinx,889
4974,2019-05-29,White,947
4976,2019-05-30,Black,1339
4978,2019-05-30,Latinx,878
4979,2019-05-30,White,951
4981,2019-06-01,Black,1331
4983,2019-06-01,Latinx,876
4984,2019-06-01,White,957
4986,2019-06-02,Black,1333
4988,2019-06-02,Latinx,877
4989,2019-06-02,White,962
4991,2019-06-03,Black,1333
4993,2019-06-03,Latinx,878
4994,2019-06-03,White,966
4996,2019-06-04,Black,1325
4998,2019-06-04,Latinx,883
4999,2019-06-04,White,955
5001,2019-06-05,Black,1323
5003,2019-06-05,Latinx,872
5004,2019-06-05,White,951
5006,2019-06-06,Black,1310
5008,2019-06-06,Latinx,866
5009,2019-06-06,White,954
5011,2019-06-07,Black,1309
5013,2019-06-07,Latinx,872
5014,2019-06-07,White,957
5016,2019-06-08,Black,1322
5018,2019-06-08,Latinx,872
5019,2019-06-08,White,958
5021,2019-06-09,Black,1322
5023,2019-06-09,Latinx,873
5024,2019-06-09,White,959
5026,2019-06-10,Black,1322
5028,2019-06-10,Latinx,874
5029,2019-06-10,White,959
5031,2019-06-11,Black,1337
5033,2019-06-11,Latinx,888
5034,2019-06-11,White,973
5036,2019-06-12,Black,1333
5038,2019-06-12,Latinx,888
5039,2019-06-12,White,958
5041,2019-06-13,Black,1335
5043,2019-06-13,Latinx,893
5044,2019-06-13,White,959
5046,2019-06-14,Black,1336
5048,2019-06-14,Latinx,896
5049,2019-06-14,White,969
5051,2019-06-15,Black,1337
5053,2019-06-15,Latinx,902
5054,2019-06-15,White,986
5056,2019-06-16,Black,1338
5058,2019-06-16,Latinx,902
5059,2019-06-16,White,986
5061,2019-06-17,Black,1337
5063,2019-06-17,Latinx,904
5064,2019-06-17,White,987
5066,2019-06-18,Black,1334
5068,2019-06-18,Latinx,902
5069,2019-06-18,White,986
5071,2019-06-19,Black,1326
5073,2019-06-19,Latinx,902
5074,2019-06-19,White,987
5076,2019-06-21,Black,1329
5078,2019-06-21,Latinx,911
5079,2019-06-21,White,988
5081,2019-06-22,Black,1340
5083,2019-06-22,Latinx,899
5084,2019-06-22,White,986
5086,2019-06-23,Black,1339
5088,2019-06-23,Latinx,900
5089,2019-06-23,White,987
5091,2019-06-24,Black,1338
5093,2019-06-24,Latinx,902
5094,2019-06-24,White,991
5096,2019-06-25,Black,1345
5098,2019-06-25,Latinx,901
5099,2019-06-25,White,991
5101,2019-06-26,Black,1342
5103,2019-06-26,Latinx,906
5104,2019-06-26,White,987
5106,2019-06-27,Black,1338
5108,2019-06-27,Latinx,905
5109,2019-06-27,White,986
5111,2019-06-28,Black,1346
5113,2019-06-28,Latinx,894
5114,2019-06-28,White,984
5116,2019-06-29,Black,1343
5118,2019-06-29,Latinx,901
5119,2019-06-29,White,975
5121,2019-06-30,Black,1344
5123,2019-06-30,Latinx,901
5124,2019-06-30,White,978
5126,2019-07-01,Black,1344
5128,2019-07-01,Latinx,901
5129,2019-07-01,White,979
5131,2019-07-02,Black,1344
5133,2019-07-02,Latinx,892
5134,2019-07-02,White,971
5136,2019-07-03,Black,1344
5138,2019-07-03,Latinx,892
5139,2019-07-03,White,967
5141,2019-07-04,Black,1333
5143,2019-07-04,Latinx,885
5144,2019-07-04,White,952
5146,2019-07-05,Black,1333
5148,2019-07-05,Latinx,885
5149,2019-07-05,White,954
5151,2019-07-06,Black,1349
5153,2019-07-06,Latinx,891
5154,2019-07-06,White,956
5156,2019-07-07,Black,1350
5158,2019-07-07,Latinx,889
5159,2019-07-07,White,956
5161,2019-07-08,Black,1350
5163,2019-07-08,Latinx,890
5164,2019-07-08,White,958
5166,2019-07-09,Black,1346
5168,2019-07-09,Latinx,902
5169,2019-07-09,White,965
5171,2019-07-10,Black,1354
5173,2019-07-10,Latinx,897
5174,2019-07-10,White,953
5176,2019-07-11,Black,1338
5178,2019-07-11,Latinx,886
5179,2019-07-11,White,946
5181,2019-07-12,Black,1336
5183,2019-07-12,Latinx,891
5184,2019-07-12,White,943
5186,2019-07-13,Black,1330
5188,2019-07-13,Latinx,884
5189,2019-07-13,White,941
5191,2019-07-14,Black,1330
5193,2019-07-14,Latinx,884
5194,2019-07-14,White,942
5196,2019-07-15,Black,1330
5198,2019-07-15,Latinx,884
5199,2019-07-15,White,943
5201,2019-07-16,Black,1331
5203,2019-07-16,Latinx,885
5204,2019-07-16,White,954
5206,2019-07-17,Black,1343
5208,2019-07-17,Latinx,891
5209,2019-07-17,White,962
5211,2019-07-18,Black,1325
5213,2019-07-18,Latinx,889
5214,2019-07-18,White,953
5216,2019-07-19,Black,1321
5218,2019-07-19,Latinx,895
5219,2019-07-19,White,956
5221,2019-07-20,Black,1334
5223,2019-07-20,Latinx,898
5224,2019-07-20,White,964
5226,2019-07-21,Black,1334
5228,2019-07-21,Latinx,900
5229,2019-07-21,White,964
5231,2019-07-22,Black,1332
5233,2019-07-22,Latinx,899
5234,2019-07-22,White,963
5236,2019-07-23,Black,1336
5238,2019-07-23,Latinx,897
5239,2019-07-23,White,973
5241,2019-07-24,Black,1338
5243,2019-07-24,Latinx,888
5244,2019-07-24,White,968
5246,2019-07-25,Black,1342
5248,2019-07-25,Latinx,887
5249,2019-07-25,White,968
5251,2019-07-26,Black,1341
5253,2019-07-26,Latinx,889
5254,2019-07-26,White,968
5256,2019-07-27,Black,1349
5258,2019-07-27,Latinx,886
5259,2019-07-27,White,960
5261,2019-07-28,Black,1347
5263,2019-07-28,Latinx,885
5264,2019-07-28,White,960
5266,2019-07-29,Black,1346
5268,2019-07-29,Latinx,886
5269,2019-07-29,White,961
5271,2019-07-30,Black,1343
5273,2019-07-30,Latinx,884
5274,2019-07-30,White,978
5276,2019-07-31,Black,1355
5278,2019-07-31,Latinx,882
5279,2019-07-31,White,983
5281,2019-08-01,Black,1365
5283,2019-08-01,Latinx,879
5284,2019-08-01,White,996
5286,2019-08-02,Black,1357
5288,2019-08-02,Latinx,877
5289,2019-08-02,White,981
5291,2019-08-03,Black,1362
5293,2019-08-03,Latinx,881
5294,2019-08-03,White,991
5296,2019-08-04,Black,1364
5298,2019-08-04,Latinx,882
5299,2019-08-04,White,992
5301,2019-08-05,Black,1364
5303,2019-08-05,Latinx,881
5304,2019-08-05,White,992
5306,2019-08-06,Black,1369
5308,2019-08-06,Latinx,885
5309,2019-08-06,White,1007
5311,2019-08-07,Black,1373
5313,2019-08-07,Latinx,889
5314,2019-08-07,White,1001
5316,2019-08-08,Black,1380
5318,2019-08-08,Latinx,880
5319,2019-08-08,White,995
5321,2019-08-09,Black,1380
5323,2019-08-09,Latinx,877
5324,2019-08-09,White,993
5326,2019-08-10,Black,1376
5328,2019-08-10,Latinx,870
5329,2019-08-10,White,1000
5331,2019-08-11,Black,1376
5333,2019-08-11,Latinx,870
5334,2019-08-11,White,1004
5336,2019-08-12,Black,1376
5338,2019-08-12,Latinx,869
5339,2019-08-12,White,1006
5341,2019-08-13,Black,1378
5343,2019-08-13,Latinx,877
5344,2019-08-13,White,1000
5346,2019-08-14,Black,1370
5348,2019-08-14,Latinx,882
5349,2019-08-14,White,1017
5351,2019-08-15,Black,1362
5353,2019-08-15,Latinx,890
5354,2019-08-15,White,1024
5356,2019-08-16,Black,1365
5358,2019-08-16,Latinx,890
5359,2019-08-16,White,1014
5361,2019-08-17,Black,1356
5363,2019-08-17,Latinx,883
5364,2019-08-17,White,998
5366,2019-08-18,Black,1356
5368,2019-08-18,Latinx,883
5369,2019-08-18,White,1000
5371,2019-08-19,Black,1355
5373,2019-08-19,Latinx,883
5374,2019-08-19,White,1002
5376,2019-08-20,Black,1353
5378,2019-08-20,Latinx,897
5379,2019-08-20,White,992
5381,2019-08-21,Black,1357
5383,2019-08-21,Latinx,895
5384,2019-08-21,White,988
5386,2019-08-22,Black,1353
5388,2019-08-22,Latinx,908
5389,2019-08-22,White,984
5391,2019-08-23,Black,1353
5393,2019-08-23,Latinx,908
5394,2019-08-23,White,978
5396,2019-08-24,Black,1351
5398,2019-08-24,Latinx,913
5399,2019-08-24,White,976
5401,2019-08-25,Black,1349
5403,2019-08-25,Latinx,912
5404,2019-08-25,White,978
5406,2019-08-26,Black,1351
5408,2019-08-26,Latinx,913
5409,2019-08-26,White,978
5411,2019-08-27,Black,1371
5413,2019-08-27,Latinx,921
5414,2019-08-27,White,974
5416,2019-08-28,Black,1371
5418,2019-08-28,Latinx,919
5419,2019-08-28,White,965
5421,2019-08-29,Black,1383
5423,2019-08-29,Latinx,915
5424,2019-08-29,White,955
5426,2019-08-30,Black,1369
5428,2019-08-30,Latinx,921
5429,2019-08-30,White,953
5431,2019-08-31,Black,1363
5433,2019-08-31,Latinx,909
5434,2019-08-31,White,939
5436,2019-09-01,Black,1363
5438,2019-09-01,Latinx,910
5439,2019-09-01,White,943
5441,2019-09-02,Black,1364
5443,2019-09-02,Latinx,910
5444,2019-09-02,White,947
5446,2019-09-03,Black,1361
5448,2019-09-03,Latinx,909
5449,2019-09-03,White,945
5451,2019-09-04,Black,1387
5453,2019-09-04,Latinx,922
5454,2019-09-04,White,956
5456,2019-09-05,Black,1386
5458,2019-09-05,Latinx,903
5459,2019-09-05,White,940
5461,2019-09-06,Black,1383
5463,2019-09-06,Latinx,907
5464,2019-09-06,White,942
5466,2019-09-07,Black,1386
5468,2019-09-07,Latinx,902
5469,2019-09-07,White,944
5471,2019-09-08,Black,1388
5473,2019-09-08,Latinx,902
5474,2019-09-08,White,946
5476,2019-09-09,Black,1386
5478,2019-09-09,Latinx,901
5479,2019-09-09,White,947
5481,2019-09-10,Black,1384
5483,2019-09-10,Latinx,911
5484,2019-09-10,White,958
5486,2019-09-11,Black,1391
5488,2019-09-11,Latinx,916
5489,2019-09-11,White,956
5491,2019-09-12,Black,1378
5493,2019-09-12,Latinx,915
5494,2019-09-12,White,954
5496,2019-09-13,Black,1379
5498,2019-09-13,Latinx,920
5499,2019-09-13,White,946
5501,2019-09-14,Black,1388
5503,2019-09-14,Latinx,913
5504,2019-09-14,White,937
5506,2019-09-15,Black,1390
5508,2019-09-15,Latinx,913
5509,2019-09-15,White,938
5511,2019-09-16,Black,1388
5513,2019-09-16,Latinx,912
5514,2019-09-16,White,938
5516,2019-09-17,Black,1391
5518,2019-09-17,Latinx,918
5519,2019-09-17,White,943
5521,2019-09-18,Black,1390
5523,2019-09-18,Latinx,914
5524,2019-09-18,White,943
5526,2019-09-19,Black,1393
5528,2019-09-19,Latinx,914
5529,2019-09-19,White,946
5531,2019-09-20,Black,1395
5533,2019-09-20,Latinx,913
5534,2019-09-20,White,940
5536,2019-09-21,Black,1389
5538,2019-09-21,Latinx,911
5539,2019-09-21,White,928
5541,2019-09-22,Black,1387
5543,2019-09-22,Latinx,910
5544,2019-09-22,White,929
5546,2019-09-23,Black,1385
5548,2019-09-23,Latinx,910
5549,2019-09-23,White,929
5551,2019-09-24,Black,1396
5553,2019-09-24,Latinx,902
5554,2019-09-24,White,937
5556,2019-09-25,Black,1392
5558,2019-09-25,Latinx,899
5559,2019-09-25,White,938
5561,2019-09-26,Black,1395
5563,2019-09-26,Latinx,900
5564,2019-09-26,White,947
5566,2019-09-27,Black,1405
5568,2019-09-27,Latinx,898
5569,2019-09-27,White,945
5571,2019-09-28,Black,1398
5573,2019-09-28,Latinx,905
5574,2019-09-28,White,944
5576,2019-09-29,Black,1399
5578,2019-09-29,Latinx,903
5579,2019-09-29,White,944
5581,2019-09-30,Black,1402
5583,2019-09-30,Latinx,902
5584,2019-09-30,White,944
5586,2019-10-01,Black,1411
5588,2019-10-01,Latinx,900
5589,2019-10-01,White,957
5591,2019-10-02,Black,1403
5593,2019-10-02,Latinx,904
5594,2019-10-02,White,965
5596,2019-10-03,Black,1388
5598,2019-10-03,Latinx,897
5599,2019-10-03,White,967
5601,2019-10-04,Black,1380
5603,2019-10-04,Latinx,905
5604,2019-10-04,White,957
5606,2019-10-05,Black,1371
5608,2019-10-05,Latinx,902
5609,2019-10-05,White,939
5611,2019-10-06,Black,1370
5613,2019-10-06,Latinx,902
5614,2019-10-06,White,938
5616,2019-10-07,Black,1370
5618,2019-10-07,Latinx,902
5619,2019-10-07,White,939
5621,2019-10-08,Black,1348
5623,2019-10-08,Latinx,898
5624,2019-10-08,White,932
5626,2019-10-09,Black,1354
5628,2019-10-09,Latinx,901
5629,2019-10-09,White,931
5631,2019-10-10,Black,1354
5633,2019-10-10,Latinx,898
5634,2019-10-10,White,919
5636,2019-10-11,Black,1344
5638,2019-10-11,Latinx,895
5639,2019-10-11,White,912
5641,2019-10-12,Black,1335
5643,2019-10-12,Latinx,888
5644,2019-10-12,White,909
5646,2019-10-13,Black,1334
5648,2019-10-13,Latinx,889
5649,2019-10-13,White,912
5651,2019-10-14,Black,1333
5653,2019-10-14,Latinx,890
5654,2019-10-14,White,913
5656,2019-10-15,Black,1327
5658,2019-10-15,Latinx,885
5659,2019-10-15,White,910
5661,2019-10-16,Black,1345
5663,2019-10-16,Latinx,906
5664,2019-10-16,White,928
5666,2019-10-17,Black,1343
5668,2019-10-17,Latinx,906
5669,2019-10-17,White,926
5671,2019-10-18,Black,1337
5673,2019-10-18,Latinx,910
5674,2019-10-18,White,917
5676,2019-10-19,Black,1329
5678,2019-10-19,Latinx,912
5679,2019-10-19,White,916
5681,2019-10-20,Black,1329
5683,2019-10-20,Latinx,911
5684,2019-10-20,White,916
5686,2019-10-21,Black,1329
5688,2019-10-21,Latinx,911
5689,2019-10-21,White,918
5691,2019-10-22,Black,1329
5693,2019-10-22,Latinx,905
5694,2019-10-22,White,935
5696,2019-10-23,Black,1336
5698,2019-10-23,Latinx,905
5699,2019-10-23,White,932
5701,2019-10-24,Black,1326
5703,2019-10-24,Latinx,897
5704,2019-10-24,White,936
5706,2019-10-25,Black,1331
5708,2019-10-25,Latinx,897
5709,2019-10-25,White,936
5711,2019-10-26,Black,1345
5713,2019-10-26,Latinx,893
5714,2019-10-26,White,935
5716,2019-10-27,Black,1345
5718,2019-10-27,Latinx,894
5719,2019-10-27,White,937
5721,2019-10-28,Black,1345
5723,2019-10-28,Latinx,895
5724,2019-10-28,White,939
5726,2019-10-29,Black,1339
5728,2019-10-29,Latinx,897
5729,2019-10-29,White,942
5731,2019-10-30,Black,1348
5733,2019-10-30,Latinx,895
5734,2019-10-30,White,939
5736,2019-10-31,Black,1352
5738,2019-10-31,Latinx,885
5739,2019-10-31,White,940
5741,2019-11-01,Black,1352
5743,2019-11-01,Latinx,880
5744,2019-11-01,White,944
5746,2019-11-02,Black,1349
5748,2019-11-02,Latinx,877
5749,2019-11-02,White,933
5751,2019-11-03,Black,1348
5753,2019-11-03,Latinx,877
5754,2019-11-03,White,935
5756,2019-11-04,Black,1348
5758,2019-11-04,Latinx,878
5759,2019-11-04,White,936
5761,2019-11-05,Black,1354
5763,2019-11-05,Latinx,864
5764,2019-11-05,White,946
5766,2019-11-06,Black,1346
5768,2019-11-06,Latinx,868
5769,2019-11-06,White,937
5771,2019-11-07,Black,1347
5773,2019-11-07,Latinx,856
5774,2019-11-07,White,923
5776,2019-11-08,Black,1340
5778,2019-11-08,Latinx,850
5779,2019-11-08,White,928
5781,2019-11-09,Black,1334
5783,2019-11-09,Latinx,848
5784,2019-11-09,White,929
5786,2019-11-10,Black,1334
5788,2019-11-10,Latinx,849
5789,2019-11-10,White,931
5791,2019-11-11,Black,1333
5793,2019-11-11,Latinx,849
5794,2019-11-11,White,935
5796,2019-11-12,Black,1332
5798,2019-11-12,Latinx,850
5799,2019-11-12,White,931
5801,2019-11-13,Black,1339
5803,2019-11-13,Latinx,849
5804,2019-11-13,White,954
5806,2019-11-14,Black,1332
5808,2019-11-14,Latinx,845
5809,2019-11-14,White,952
5811,2019-11-15,Black,1325
5813,2019-11-15,Latinx,843
5814,2019-11-15,White,951
5816,2019-11-16,Black,1332
5818,2019-11-16,Latinx,844
5819,2019-11-16,White,943
5821,2019-11-17,Black,1329
5823,2019-11-17,Latinx,844
5824,2019-11-17,White,944
5826,2019-11-18,Black,1329
5828,2019-11-18,Latinx,845
5829,2019-11-18,White,945
5831,2019-11-19,Black,1329
5833,2019-11-19,Latinx,847
5834,2019-11-19,White,942
5836,2019-11-20,Black,1328
5838,2019-11-20,Latinx,842
5839,2019-11-20,White,945
5841,2019-11-21,Black,1331
5843,2019-11-21,Latinx,839
5844,2019-11-21,White,934
5846,2019-11-22,Black,1344
5848,2019-11-22,Latinx,838
5849,2019-11-22,White,934
5851,2019-11-23,Black,1341
5853,2019-11-23,Latinx,828
5854,2019-11-23,White,914
5856,2019-11-24,Black,1337
5858,2019-11-24,Latinx,828
5859,2019-11-24,White,915
5861,2019-11-25,Black,1336
5863,2019-11-25,Latinx,828
5864,2019-11-25,White,916
5866,2019-11-26,Black,1327
5868,2019-11-26,Latinx,828
5869,2019-11-26,White,911
5871,2019-11-27,Black,1330
5873,2019-11-27,Latinx,826
5874,2019-11-27,White,907
5876,2019-11-28,Black,1323
5878,2019-11-28,Latinx,827
5879,2019-11-28,White,901
5881,2019-11-29,Black,1323
5883,2019-11-29,Latinx,827
5884,2019-11-29,White,901
5886,2019-11-30,Black,1335
5888,2019-11-30,Latinx,837
5889,2019-11-30,White,910
5891,2019-12-01,Black,1333
5893,2019-12-01,Latinx,836
5894,2019-12-01,White,912
5896,2019-12-02,Black,1334
5898,2019-12-02,Latinx,838
5899,2019-12-02,White,914
5901,2019-12-03,Black,1336
5903,2019-12-03,Latinx,833
5904,2019-12-03,White,917
5906,2019-12-04,Black,1328
5908,2019-12-04,Latinx,832
5909,2019-12-04,White,912
5911,2019-12-05,Black,1336
