,date,race,id
1518,2017-06-16,Latinx,824
1519,2017-06-16,White,1131
1521,2017-06-17,Black,1254
1523,2017-06-17,Latinx,823
1524,2017-06-17,White,1132
1526,2017-06-18,Black,1254
1528,2017-06-18,Latinx,823
1529,2017-06-18,White,1130
1531,2017-06-19,Black,1254
1533,2017-06-19,Latinx,824
1534,2017-06-19,White,1131
1536,2017-06-20,Black,1238
1538,2017-06-20,Latinx,836
1539,2017-06-20,White,1138
1541,2017-06-21,Black,1247
1543,2017-06-21,Latinx,830
1544,2017-06-21,White,1134
1546,2017-06-22,Black,1253
1548,2017-06-22,Latinx,843
1549,2017-06-22,White,1142
1551,2017-06-23,Black,1266
1553,2017-06-23,Latinx,854
1554,2017-06-23,White,1150
1556,2017-06-24,Black,1273
1558,2017-06-24,Latinx,863
1559,2017-06-24,White,1154
1561,2017-06-25,Black,1274
1563,2017-06-25,Latinx,863
1564,2017-06-25,White,1155
1566,2017-06-26,Black,1274
1568,2017-06-26,Latinx,862
1569,2017-06-26,White,1158
1571,2017-06-27,Black,1281
1573,2017-06-27,Latinx,861
1574,2017-06-27,White,1166
1576,2017-06-28,Black,1278
1578,2017-06-28,Latinx,853
1579,2017-06-28,White,1172
1581,2017-06-29,Black,1260
1583,2017-06-29,Latinx,850
1584,2017-06-29,White,1164
1586,2017-06-30,Black,1261
1588,2017-06-30,Latinx,857
1589,2017-06-30,White,1166
1591,2017-07-01,Black,1246
1593,2017-07-01,Latinx,850
1594,2017-07-01,White,1153
1596,2017-07-02,Black,1247
1598,2017-07-02,Latinx,853
1599,2017-07-02,White,1154
1601,2017-07-03,Black,1245
1603,2017-07-03,Latinx,852
1604,2017-07-03,White,1153
1606,2017-07-04,Black,1250
1608,2017-07-04,Latinx,849
1609,2017-07-04,White,1153
1611,2017-07-05,Black,1251
1613,2017-07-05,Latinx,848
1614,2017-07-05,White,1157
1616,2017-07-06,Black,1259
1618,2017-07-06,Latinx,848
1619,2017-07-06,White,1161
1621,2017-07-07,Black,1277
1623,2017-07-07,Latinx,844
1624,2017-07-07,White,1154
1626,2017-07-08,Black,1280
1628,2017-07-08,Latinx,843
1629,2017-07-08,White,1158
1631,2017-07-09,Black,1279
1633,2017-07-09,Latinx,844
1634,2017-07-09,White,1157
1636,2017-07-10,Black,1279
1638,2017-07-10,Latinx,844
1639,2017-07-10,White,1163
1641,2017-07-11,Black,1263
1643,2017-07-11,Latinx,850
1644,2017-07-11,White,1150
1646,2017-07-12,Black,1275
1648,2017-07-12,Latinx,855
1649,2017-07-12,White,1153
1651,2017-07-13,Black,1255
1653,2017-07-13,Latinx,856
1654,2017-07-13,White,1143
1656,2017-07-14,Black,1232
1658,2017-07-14,Latinx,850
1659,2017-07-14,White,1126
1661,2017-07-15,Black,1230
1663,2017-07-15,Latinx,845
1664,2017-07-15,White,1113
1666,2017-07-16,Black,1229
1668,2017-07-16,Latinx,841
1669,2017-07-16,White,1115
1671,2017-07-17,Black,1229
1673,2017-07-17,Latinx,841
1674,2017-07-17,White,1118
1676,2017-07-18,Black,1226
1678,2017-07-18,Latinx,835
1679,2017-07-18,White,1119
1681,2017-07-19,Black,1221
1683,2017-07-19,Latinx,836
1684,2017-07-19,White,1120
1686,2017-07-20,Black,1223
1688,2017-07-20,Latinx,835
1689,2017-07-20,White,1125
1691,2017-07-21,Black,1228
1693,2017-07-21,Latinx,831
1694,2017-07-21,White,1120
1696,2017-07-22,Black,1221
1698,2017-07-22,Latinx,825
1699,2017-07-22,White,1110
1701,2017-07-23,Black,1221
1703,2017-07-23,Latinx,824
1704,2017-07-23,White,1112
1706,2017-07-24,Black,1222
1708,2017-07-24,Latinx,823
1709,2017-07-24,White,1115
1711,2017-07-25,Black,1215
1713,2017-07-25,Latinx,817
1714,2017-07-25,White,1120
1716,2017-07-26,Black,1242
1718,2017-07-26,Latinx,827
1719,2017-07-26,White,1121
1721,2017-07-27,Black,1235
1723,2017-07-27,Latinx,829
1724,2017-07-27,White,1116
1726,2017-07-28,Black,1243
1728,2017-07-28,Latinx,840
1729,2017-07-28,White,1121
1731,2017-07-29,Black,1244
1733,2017-07-29,Latinx,840
1734,2017-07-29,White,1114
1736,2017-07-30,Black,1244
1738,2017-07-30,Latinx,842
1739,2017-07-30,White,1115
1741,2017-07-31,Black,1241
1743,2017-07-31,Latinx,842
1744,2017-07-31,White,1113
1746,2017-08-01,Black,1262
1748,2017-08-01,Latinx,849
1749,2017-08-01,White,1121
1751,2017-08-02,Black,1262
1753,2017-08-02,Latinx,852
1754,2017-08-02,White,1122
1756,2017-08-03,Black,1263
1758,2017-08-03,Latinx,840
1759,2017-08-03,White,1118
1761,2017-08-04,Black,1270
1763,2017-08-04,Latinx,843
1764,2017-08-04,White,1127
1766,2017-08-05,Black,1278
1768,2017-08-05,Latinx,852
1769,2017-08-05,White,1112
1771,2017-08-06,Black,1280
1773,2017-08-06,Latinx,852
1774,2017-08-06,White,1112
1776,2017-08-07,Black,1275
1778,2017-08-07,Latinx,849
1779,2017-08-07,White,1111
1781,2017-08-08,Black,1292
1783,2017-08-08,Latinx,849
1784,2017-08-08,White,1116
1786,2017-08-09,Black,1302
1788,2017-08-09,Latinx,846
1789,2017-08-09,White,1115
1791,2017-08-10,Black,1299
1793,2017-08-10,Latinx,842
1794,2017-08-10,White,1111
1796,2017-08-11,Black,1292
1798,2017-08-11,Latinx,837
1799,2017-08-11,White,1104
1801,2017-08-12,Black,1284
1803,2017-08-12,Latinx,840
1804,2017-08-12,White,1104
1806,2017-08-13,Black,1285
1808,2017-08-13,Latinx,841
1809,2017-08-13,White,1106
1811,2017-08-14,Black,1285
1813,2017-08-14,Latinx,841
1814,2017-08-14,White,1110
1816,2017-08-15,Black,1289
1818,2017-08-15,Latinx,845
1819,2017-08-15,White,1117
1821,2017-08-16,Black,1304
1823,2017-08-16,Latinx,842
1824,2017-08-16,White,1121
1826,2017-08-17,Black,1304
1828,2017-08-17,Latinx,853
1829,2017-08-17,White,1123
1831,2017-08-18,Black,1305
1833,2017-08-18,Latinx,847
1834,2017-08-18,White,1121
1836,2017-08-19,Black,1305
1838,2017-08-19,Latinx,853
1839,2017-08-19,White,1141
1841,2017-08-20,Black,1305
1843,2017-08-20,Latinx,852
1844,2017-08-20,White,1144
1846,2017-08-21,Black,1306
1848,2017-08-21,Latinx,852
1849,2017-08-21,White,1144
1851,2017-08-22,Black,1325
1853,2017-08-22,Latinx,861
1854,2017-08-22,White,1134
1856,2017-08-23,Black,1327
1858,2017-08-23,Latinx,864
1859,2017-08-23,White,1142
1861,2017-08-24,Black,1322
1863,2017-08-24,Latinx,859
1864,2017-08-24,White,1141
1866,2017-08-25,Black,1327
1868,2017-08-25,Latinx,857
1869,2017-08-25,White,1143
1871,2017-08-26,Black,1325
1873,2017-08-26,Latinx,858
1874,2017-08-26,White,1147
1876,2017-08-27,Black,1326
1878,2017-08-27,Latinx,860
1879,2017-08-27,White,1150
1881,2017-08-28,Black,1325
1883,2017-08-28,Latinx,859
1884,2017-08-28,White,1150
1886,2017-08-29,Black,1304
1888,2017-08-29,Latinx,857
1889,2017-08-29,White,1151
1891,2017-08-30,Black,1303
1893,2017-08-30,Latinx,870
1894,2017-08-30,White,1149
1896,2017-08-31,Black,1309
1898,2017-08-31,Latinx,857
1899,2017-08-31,White,1153
1901,2017-09-01,Black,1313
1903,2017-09-01,Latinx,863
1904,2017-09-01,White,1153
1906,2017-09-02,Black,1304
1908,2017-09-02,Latinx,856
1909,2017-09-02,White,1145
1911,2017-09-03,Black,1306
1913,2017-09-03,Latinx,857
1914,2017-09-03,White,1145
1916,2017-09-04,Black,1305
1918,2017-09-04,Latinx,856
1919,2017-09-04,White,1147
1921,2017-09-05,Black,1294
1923,2017-09-05,Latinx,852
1924,2017-09-05,White,1144
1926,2017-09-06,Black,1315
1928,2017-09-06,Latinx,869
1929,2017-09-06,White,1163
1931,2017-09-07,Black,1318
1933,2017-09-07,Latinx,860
1934,2017-09-07,White,1164
1936,2017-09-08,Black,1315
1938,2017-09-08,Latinx,854
1939,2017-09-08,White,1163
1941,2017-09-09,Black,1314
1943,2017-09-09,Latinx,847
1944,2017-09-09,White,1155
1946,2017-09-10,Black,1314
1948,2017-09-10,Latinx,849
1949,2017-09-10,White,1157
1951,2017-09-11,Black,1312
1953,2017-09-11,Latinx,847
1954,2017-09-11,White,1156
1956,2017-09-12,Black,1292
1958,2017-09-12,Latinx,850
1959,2017-09-12,White,1164
1961,2017-09-13,Black,1298
1963,2017-09-13,Latinx,848
1964,2017-09-13,White,1158
1966,2017-09-14,Black,1305
1968,2017-09-14,Latinx,850
1969,2017-09-14,White,1154
1971,2017-09-15,Black,1305
1973,2017-09-15,Latinx,851
1974,2017-09-15,White,1153
1976,2017-09-16,Black,1301
1978,2017-09-16,Latinx,848
1979,2017-09-16,White,1127
1981,2017-09-17,Black,1303
1983,2017-09-17,Latinx,847
1984,2017-09-17,White,1134
1986,2017-09-18,Black,1304
1988,2017-09-18,Latinx,847
1989,2017-09-18,White,1136
1991,2017-09-19,Black,1296
1993,2017-09-19,Latinx,840
1994,2017-09-19,White,1130
1996,2017-09-20,Black,1316
1998,2017-09-20,Latinx,837
1999,2017-09-20,White,1144
2001,2017-09-21,Black,1310
2003,2017-09-21,Latinx,849
2004,2017-09-21,White,1139
2006,2017-09-22,Black,1323
2008,2017-09-22,Latinx,851
2009,2017-09-22,White,1133
2011,2017-09-23,Black,1327
2013,2017-09-23,Latinx,847
2014,2017-09-23,White,1138
2016,2017-09-24,Black,1328
2018,2017-09-24,Latinx,847
2019,2017-09-24,White,1145
2021,2017-09-25,Black,1330
2023,2017-09-25,Latinx,847
2024,2017-09-25,White,1147
2026,2017-09-26,Black,1322
2028,2017-09-26,Latinx,855
2029,2017-09-26,White,1162
2031,2017-09-27,Black,1334
2033,2017-09-27,Latinx,853
2034,2017-09-27,White,1166
2036,2017-09-28,Black,1338
2038,2017-09-28,Latinx,852
2039,2017-09-28,White,1168
2041,2017-09-29,Black,1345
2043,2017-09-29,Latinx,851
2044,2017-09-29,White,1182
2046,2017-09-30,Black,1326
2048,2017-09-30,Latinx,850
2049,2017-09-30,White,1164
2051,2017-10-01,Black,1326
2053,2017-10-01,Latinx,849
2054,2017-10-01,White,1166
2056,2017-10-02,Black,1325
2058,2017-10-02,Latinx,849
2059,2017-10-02,White,1169
2061,2017-10-03,Black,1326
2063,2017-10-03,Latinx,853
2064,2017-10-03,White,1166
2066,2017-10-04,Black,1333
2068,2017-10-04,Latinx,856
2069,2017-10-04,White,1157
2071,2017-10-05,Black,1320
2073,2017-10-05,Latinx,857
2074,2017-10-05,White,1144
2076,2017-10-06,Black,1318
2078,2017-10-06,Latinx,854
2079,2017-10-06,White,1144
2081,2017-10-07,Black,1311
2083,2017-10-07,Latinx,853
2084,2017-10-07,White,1137
2086,2017-10-08,Black,1313
2088,2017-10-08,Latinx,855
2089,2017-10-08,White,1139
2091,2017-10-09,Black,1313
2093,2017-10-09,Latinx,855
2094,2017-10-09,White,1142
2096,2017-10-10,Black,1304
2098,2017-10-10,Latinx,844
2099,2017-10-10,White,1132
2101,2017-10-11,Black,1328
2103,2017-10-11,Latinx,855
2104,2017-10-11,White,1157
2106,2017-10-12,Black,1320
2108,2017-10-12,Latinx,856
2109,2017-10-12,White,1158
2111,2017-10-13,Black,1317
2113,2017-10-13,Latinx,855
2114,2017-10-13,White,1161
2116,2017-10-14,Black,1310
2118,2017-10-14,Latinx,857
2119,2017-10-14,White,1157
2121,2017-10-15,Black,1312
2123,2017-10-15,Latinx,859
2124,2017-10-15,White,1158
2126,2017-10-16,Black,1312
2128,2017-10-16,Latinx,861
2129,2017-10-16,White,1160
2131,2017-10-17,Black,1317
2133,2017-10-17,Latinx,862
2134,2017-10-17,White,1170
2136,2017-10-18,Black,1322
2138,2017-10-18,Latinx,862
2139,2017-10-18,White,1153
2141,2017-10-19,Black,1319
2143,2017-10-19,Latinx,861
2144,2017-10-19,White,1139
2146,2017-10-20,Black,1321
2148,2017-10-20,Latinx,861
2149,2017-10-20,White,1129
2151,2017-10-21,Black,1315
2153,2017-10-21,Latinx,861
2154,2017-10-21,White,1138
2156,2017-10-22,Black,1316
2158,2017-10-22,Latinx,861
2159,2017-10-22,White,1141
2161,2017-10-23,Black,1315
2163,2017-10-23,Latinx,862
2164,2017-10-23,White,1141
2166,2017-11-06,Black,1296
2168,2017-11-06,Latinx,863
2169,2017-11-06,White,1137
2171,2017-11-07,Black,1310
2173,2017-11-07,Latinx,872
2174,2017-11-07,White,1143
2176,2017-11-08,Black,1312
2178,2017-11-08,Latinx,865
2179,2017-11-08,White,1134
2181,2017-11-09,Black,1311
2183,2017-11-09,Latinx,861
2184,2017-11-09,White,1131
2186,2017-11-10,Black,1302
2188,2017-11-10,Latinx,851
2189,2017-11-10,White,1130
2191,2017-11-11,Black,1302
2193,2017-11-11,Latinx,851
2194,2017-11-11,White,1129
2196,2017-11-12,Black,1297
2198,2017-11-12,Latinx,850
2199,2017-11-12,White,1129
2201,2017-11-13,Black,1295
2203,2017-11-13,Latinx,850
2204,2017-11-13,White,1131
2206,2017-11-14,Black,1294
2208,2017-11-14,Latinx,849
2209,2017-11-14,White,1141
2211,2017-11-15,Black,1296
2213,2017-11-15,Latinx,853
2214,2017-11-15,White,1130
2216,2017-11-16,Black,1298
2218,2017-11-16,Latinx,851
2219,2017-11-16,White,1139
2221,2017-11-17,Black,1286
2223,2017-11-17,Latinx,851
2224,2017-11-17,White,1133
2226,2017-11-18,Black,1284
2228,2017-11-18,Latinx,849
2229,2017-11-18,White,1127
2231,2017-11-19,Black,1284
2233,2017-11-19,Latinx,849
2234,2017-11-19,White,1127
2236,2017-11-20,Black,1283
2238,2017-11-20,Latinx,851
2239,2017-11-20,White,1129
2241,2017-11-21,Black,1273
2243,2017-11-21,Latinx,855
2244,2017-11-21,White,1116
2246,2017-11-22,Black,1269
2248,2017-11-22,Latinx,861
2249,2017-11-22,White,1117
2251,2017-11-23,Black,1272
2253,2017-11-23,Latinx,867
2254,2017-11-23,White,1096
2256,2017-11-24,Black,1272
2258,2017-11-24,Latinx,867
2259,2017-11-24,White,1098
2261,2017-11-25,Black,1296
2263,2017-11-25,Latinx,875
2264,2017-11-25,White,1112
2266,2017-11-26,Black,1296
2268,2017-11-26,Latinx,876
2269,2017-11-26,White,1116
2271,2017-11-27,Black,1294
2273,2017-11-27,Latinx,876
2274,2017-11-27,White,1119
2276,2017-11-28,Black,1288
2278,2017-11-28,Latinx,883
2279,2017-11-28,White,1123
2281,2017-11-29,Black,1301
2283,2017-11-29,Latinx,878
2284,2017-11-29,White,1115
2286,2017-11-30,Black,1307
2288,2017-11-30,Latinx,875
2289,2017-11-30,White,1109
2291,2017-12-01,Black,1301
2293,2017-12-01,Latinx,881
2294,2017-12-01,White,1106
2296,2017-12-02,Black,1294
2298,2017-12-02,Latinx,873
2299,2017-12-02,White,1101
2301,2017-12-03,Black,1293
2303,2017-12-03,Latinx,872
2304,2017-12-03,White,1101
2306,2017-12-04,Black,1294
2308,2017-12-04,Latinx,872
2309,2017-12-04,White,1103
2311,2017-12-05,Black,1293
2313,2017-12-05,Latinx,870
2314,2017-12-05,White,1110
2316,2017-12-06,Black,1301
2318,2017-12-06,Latinx,868
2319,2017-12-06,White,1117
2321,2017-12-07,Black,1297
2323,2017-12-07,Latinx,864
2324,2017-12-07,White,1119
2326,2017-12-08,Black,1297
2328,2017-12-08,Latinx,864
2329,2017-12-08,White,1113
2331,2017-12-09,Black,1305
2333,2017-12-09,Latinx,865
2334,2017-12-09,White,1104
2336,2017-12-10,Black,1304
2338,2017-12-10,Latinx,865
2339,2017-12-10,White,1104
2341,2017-12-11,Black,1303
2343,2017-12-11,Latinx,865
2344,2017-12-11,White,1104
2346,2017-12-12,Black,1301
2348,2017-12-12,Latinx,861
2349,2017-12-12,White,1112
2351,2017-12-13,Black,1309
2353,2017-12-13,Latinx,868
2354,2017-12-13,White,1095
2356,2017-12-14,Black,1307
2358,2017-12-14,Latinx,861
2359,2017-12-14,White,1082
2361,2017-12-15,Black,1313
2363,2017-12-15,Latinx,853
2364,2017-12-15,White,1078
2366,2017-12-16,Black,1313
2368,2017-12-16,Latinx,851
2369,2017-12-16,White,1071
2371,2017-12-17,Black,1311
2373,2017-12-17,Latinx,851
2374,2017-12-17,White,1074
2376,2017-12-18,Black,1311
2378,2017-12-18,Latinx,849
2379,2017-12-18,White,1076
2381,2017-12-19,Black,1302
2383,2017-12-19,Latinx,841
2384,2017-12-19,White,1066
2386,2017-12-20,Black,1302
2388,2017-12-20,Latinx,842
2389,2017-12-20,White,1062
2391,2017-12-21,Black,1291
2393,2017-12-21,Latinx,841
2394,2017-12-21,White,1062
2396,2017-12-22,Black,1285
2398,2017-12-22,Latinx,834
2399,2017-12-22,White,1046
2401,2017-12-23,Black,1284
2403,2017-12-23,Latinx,832
2404,2017-12-23,White,1038
2406,2017-12-24,Black,1289
2408,2017-12-24,Latinx,833
2409,2017-12-24,White,1038
2411,2017-12-25,Black,1289
2413,2017-12-25,Latinx,833
2414,2017-12-25,White,1039
2416,2017-12-26,Black,1275
2418,2017-12-26,Latinx,825
2419,2017-12-26,White,1038
2421,2017-12-27,Black,1290
2423,2017-12-27,Latinx,838
2424,2017-12-27,White,1060
2426,2017-12-28,Black,1293
2428,2017-12-28,Latinx,843
2429,2017-12-28,White,1062
2431,2017-12-29,Black,1303
2433,2017-12-29,Latinx,854
2434,2017-12-29,White,1072
2436,2017-12-30,Black,1305
2438,2017-12-30,Latinx,858
2439,2017-12-30,White,1083
2441,2017-12-31,Black,1307
2443,2017-12-31,Latinx,858
2444,2017-12-31,White,1084
2446,2018-01-01,Black,1307
2448,2018-01-01,Latinx,859
2449,2018-01-01,White,1085
2451,2018-01-02,Black,1300
2453,2018-01-02,Latinx,857
2454,2018-01-02,White,1082
2456,2018-01-03,Black,1320
2458,2018-01-03,Latinx,865
2459,2018-01-03,White,1093
2461,2018-01-04,Black,1322
2463,2018-01-04,Latinx,873
2464,2018-01-04,White,1106
2466,2018-01-05,Black,1322
2468,2018-01-05,Latinx,873
2469,2018-01-05,White,1106
2471,2018-01-06,Black,1332
2473,2018-01-06,Latinx,881
2474,2018-01-06,White,1113
2476,2018-01-07,Black,1333
2478,2018-01-07,Latinx,881
2479,2018-01-07,White,1113
2481,2018-01-08,Black,1332
2483,2018-01-08,Latinx,881
2484,2018-01-08,White,1112
2486,2018-01-09,Black,1321
2488,2018-01-09,Latinx,872
2489,2018-01-09,White,1101
2491,2018-01-10,Black,1322
2493,2018-01-10,Latinx,877
2494,2018-01-10,White,1107
2496,2018-01-11,Black,1324
2498,2018-01-11,Latinx,877
2499,2018-01-11,White,1113
2501,2018-01-12,Black,1323
2503,2018-01-12,Latinx,878
2504,2018-01-12,White,1099
2506,2018-01-13,Black,1317
2508,2018-01-13,Latinx,874
2509,2018-01-13,White,1080
2511,2018-01-14,Black,1317
2513,2018-01-14,Latinx,874
2514,2018-01-14,White,1083
2516,2018-01-15,Black,1317
2518,2018-01-15,Latinx,875
2519,2018-01-15,White,1084
2521,2018-01-16,Black,1297
2523,2018-01-16,Latinx,872
2524,2018-01-16,White,1072
2526,2018-01-17,Black,1326
2528,2018-01-17,Latinx,884
2529,2018-01-17,White,1091
2531,2018-01-18,Black,1332
2533,2018-01-18,Latinx,879
2534,2018-01-18,White,1075
2536,2018-01-19,Black,1323
2538,2018-01-19,Latinx,874
2539,2018-01-19,White,1068
2541,2018-01-20,Black,1322
2543,2018-01-20,Latinx,868
2544,2018-01-20,White,1083
2546,2018-01-21,Black,1320
2548,2018-01-21,Latinx,867
2549,2018-01-21,White,1084
2551,2018-01-22,Black,1321
2553,2018-01-22,Latinx,868
2554,2018-01-22,White,1086
2556,2018-01-23,Black,1332
2558,2018-01-23,Latinx,877
2559,2018-01-23,White,1101
2561,2018-01-24,Black,1331
2563,2018-01-24,Latinx,875
2564,2018-01-24,White,1112
2566,2018-01-25,Black,1326
2568,2018-01-25,Latinx,876
2569,2018-01-25,White,1114
2571,2018-01-26,Black,1332
2573,2018-01-26,Latinx,873
2574,2018-01-26,White,1118
2576,2018-01-27,Black,1333
2578,2018-01-27,Latinx,883
2579,2018-01-27,White,1105
2581,2018-01-28,Black,1330
2583,2018-01-28,Latinx,879
2584,2018-01-28,White,1106
2586,2018-01-29,Black,1330
2588,2018-01-29,Latinx,880
2589,2018-01-29,White,1106
2591,2018-01-30,Black,1324
2593,2018-01-30,Latinx,889
2594,2018-01-30,White,1116
2596,2018-01-31,Black,1330
2598,2018-01-31,Latinx,885
2599,2018-01-31,White,1111
2601,2018-02-01,Black,1327
2603,2018-02-01,Latinx,881
2604,2018-02-01,White,1123
2606,2018-02-02,Black,1328
2608,2018-02-02,Latinx,881
2609,2018-02-02,White,1137
2611,2018-02-03,Black,1305
2613,2018-02-03,Latinx,873
2614,2018-02-03,White,1134
2616,2018-02-04,Black,1303
2618,2018-02-04,Latinx,873
2619,2018-02-04,White,1135
2621,2018-02-05,Black,1302
2623,2018-02-05,Latinx,874
2624,2018-02-05,White,1135
2626,2018-02-06,Black,1294
2628,2018-02-06,Latinx,879
2629,2018-02-06,White,1128
2631,2018-02-07,Black,1277
2633,2018-02-07,Latinx,875
2634,2018-02-07,White,1131
2636,2018-02-08,Black,1294
2638,2018-02-08,Latinx,872
2639,2018-02-08,White,1126
2641,2018-02-09,Black,1284
2643,2018-02-09,Latinx,868
2644,2018-02-09,White,1132
2646,2018-02-10,Black,1285
2648,2018-02-10,Latinx,874
2649,2018-02-10,White,1129
2651,2018-02-11,Black,1283
2653,2018-02-11,Latinx,876
2654,2018-02-11,White,1128
2656,2018-02-12,Black,1282
2658,2018-02-12,Latinx,875
2659,2018-02-12,White,1128
2661,2018-02-13,Black,1267
2663,2018-02-13,Latinx,871
2664,2018-02-13,White,1127
2666,2018-02-14,Black,1285
2668,2018-02-14,Latinx,884
2669,2018-02-14,White,1127
2671,2018-02-15,Black,1279
2673,2018-02-15,Latinx,884
2674,2018-02-15,White,1129
2676,2018-02-16,Black,1281
2678,2018-02-16,Latinx,880
2679,2018-02-16,White,1123
2681,2018-02-17,Black,1284
2683,2018-02-17,Latinx,873
2684,2018-02-17,White,1125
2686,2018-02-18,Black,1284
2688,2018-02-18,Latinx,872
2689,2018-02-18,White,1123
2691,2018-02-19,Black,1285
2693,2018-02-19,Latinx,873
2694,2018-02-19,White,1121
2696,2018-02-20,Black,1275
2698,2018-02-20,Latinx,869
2699,2018-02-20,White,1117
2701,2018-02-21,Black,1308
2703,2018-02-21,Latinx,880
2704,2018-02-21,White,1132
2706,2018-02-22,Black,1312
2708,2018-02-22,Latinx,876
2709,2018-02-22,White,1134
2711,2018-02-23,Black,1303
2713,2018-02-23,Latinx,871
2714,2018-02-23,White,1115
2716,2018-02-24,Black,1300
2718,2018-02-24,Latinx,862
2719,2018-02-24,White,1114
2721,2018-02-25,Black,1298
2723,2018-02-25,Latinx,860
2724,2018-02-25,White,1112
2726,2018-02-26,Black,1296
2728,2018-02-26,Latinx,861
2729,2018-02-26,White,1111
2731,2018-02-27,Black,1298
2733,2018-02-27,Latinx,870
2734,2018-02-27,White,1114
2736,2018-02-28,Black,1297
2738,2018-02-28,Latinx,870
2739,2018-02-28,White,1114
2741,2018-03-02,Black,1306
2743,2018-03-02,Latinx,865
2744,2018-03-02,White,1117
2746,2018-03-03,Black,1312
2748,2018-03-03,Latinx,865
2749,2018-03-03,White,1109
2751,2018-03-04,Black,1311
2753,2018-03-04,Latinx,865
2754,2018-03-04,White,1110
2756,2018-03-05,Black,1310
2758,2018-03-05,Latinx,867
2759,2018-03-05,White,1110
2761,2018-03-06,Black,1315
2763,2018-03-06,Latinx,867
2764,2018-03-06,White,1112
2766,2018-03-07,Black,1325
2768,2018-03-07,Latinx,859
2769,2018-03-07,White,1107
2771,2018-03-08,Black,1338
2773,2018-03-08,Latinx,866
2774,2018-03-08,White,1115
2776,2018-03-09,Black,1335
2778,2018-03-09,Latinx,866
2779,2018-03-09,White,1110
2781,2018-03-10,Black,1341
2783,2018-03-10,Latinx,859
2784,2018-03-10,White,1096
2786,2018-03-11,Black,1340
2788,2018-03-11,Latinx,859
2789,2018-03-11,White,1101
2791,2018-03-12,Black,1338
2793,2018-03-12,Latinx,860
2794,2018-03-12,White,1105
2796,2018-03-13,Black,1339
2798,2018-03-13,Latinx,862
2799,2018-03-13,White,1106
2801,2018-03-14,Black,1338
2803,2018-03-14,Latinx,864
2804,2018-03-14,White,1107
2806,2018-03-15,Black,1353
2808,2018-03-15,Latinx,874
2809,2018-03-15,White,1119
2811,2018-03-16,Black,1351
2813,2018-03-16,Latinx,876
2814,2018-03-16,White,1117
2816,2018-03-17,Black,1349
2818,2018-03-17,Latinx,884
2819,2018-03-17,White,1112
2821,2018-03-18,Black,1349
2823,2018-03-18,Latinx,884
2824,2018-03-18,White,1112
2826,2018-03-19,Black,1349
2828,2018-03-19,Latinx,884
2829,2018-03-19,White,1112
2831,2018-03-20,Black,1344
2833,2018-03-20,Latinx,883
2834,2018-03-20,White,1109
2836,2018-03-21,Black,1338
2838,2018-03-21,Latinx,892
2839,2018-03-21,White,1106
2841,2018-03-22,Black,1347
2843,2018-03-22,Latinx,892
2844,2018-03-22,White,1116
2846,2018-03-23,Black,1345
2848,2018-03-23,Latinx,892
2849,2018-03-23,White,1114
2851,2018-03-24,Black,1338
2853,2018-03-24,Latinx,905
2854,2018-03-24,White,1112
2856,2018-03-25,Black,1339
2858,2018-03-25,Latinx,904
2859,2018-03-25,White,1115
2861,2018-03-26,Black,1339
2863,2018-03-26,Latinx,903
2864,2018-03-26,White,1116
2866,2018-03-27,Black,1343
2868,2018-03-27,Latinx,902
2869,2018-03-27,White,1118
2871,2018-03-28,Black,1355
2873,2018-03-28,Latinx,893
2874,2018-03-28,White,1123
2876,2018-03-29,Black,1345
2878,2018-03-29,Latinx,890
2879,2018-03-29,White,1117
2881,2018-03-30,Black,1343
2883,2018-03-30,Latinx,889
2884,2018-03-30,White,1124
2886,2018-03-31,Black,1342
2888,2018-03-31,Latinx,890
2889,2018-03-31,White,1128
2891,2018-04-01,Black,1344
2893,2018-04-01,Latinx,891
2894,2018-04-01,White,1128
2896,2018-04-02,Black,1343
2898,2018-04-02,Latinx,889
2899,2018-04-02,White,1129
2901,2018-04-03,Black,1330
2903,2018-04-03,Latinx,886
2904,2018-04-03,White,1133
2906,2018-04-04,Black,1330
2908,2018-04-04,Latinx,893
2909,2018-04-04,White,1123
2911,2018-04-06,Black,1316
2913,2018-04-06,Latinx,889
2914,2018-04-06,White,1114
2916,2018-04-07,Black,1317
2918,2018-04-07,Latinx,876
2919,2018-04-07,White,1118
2921,2018-04-08,Black,1318
2923,2018-04-08,Latinx,877
2924,2018-04-08,White,1121
2926,2018-04-10,Black,1322
2928,2018-04-10,Latinx,881
2929,2018-04-10,White,1127
2931,2018-04-12,Black,1330
2933,2018-04-12,Latinx,884
2934,2018-04-12,White,1132
2936,2018-04-13,Black,1327
2938,2018-04-13,Latinx,887
2939,2018-04-13,White,1123
2941,2018-04-14,Black,1333
2943,2018-04-14,Latinx,888
2944,2018-04-14,White,1118
2946,2018-04-15,Black,1333
2948,2018-04-15,Latinx,888
2949,2018-04-15,White,1122
2951,2018-04-16,Black,1333
2953,2018-04-16,Latinx,888
2954,2018-04-16,White,1121
2956,2018-04-17,Black,1348
2958,2018-04-17,Latinx,890
2959,2018-04-17,White,1125
2961,2018-04-18,Black,1350
2963,2018-04-18,Latinx,886
2964,2018-04-18,White,1121
2966,2018-04-19,Black,1344
2968,2018-04-19,Latinx,883
2969,2018-04-19,White,1116
2971,2018-04-20,Black,1340
2973,2018-04-20,Latinx,878
